0x177e	line	Aquatic monster that rides on
0x179e	line	air. Rides the air and dodges
0x17be	line	blows.
0x181e	mon name	Assault Fish
0x183e	line	A ferocious fish. Attacks foes
0x185e	line	on the water with its hardened
0x187e	line	head.
0x18de	mon name	Rock Lizard
0x18fe	line	Reptile concealed on rock
0x191e	line	faces. Creeps camouflaged and
0x193e	line	attacks by throwing rocks.
0x199e	mon name	Girinos
0x19be	line	Monster born of a mutation.
0x19de	line	Breathes bubbles with paralysis
0x19fe	line	poison, wearing down enemies.
0x1a5e	mon name	Blade Lion
0x1a7e	line	Medium monster with high battle
0x1a9e	line	power. Shreds prey with its
0x1abe	line	blade-like mane.
0x1b1e	mon name	Shaman
0x1b3e	line	Shadow monster brought forth
0x1b5e	line	by Zext. Repels its enemies'
0x1b7e	line	attack with strong barriers.
0x1bde	mon name	Palreschia
0x1bfe	line	Fish Idol, guardian of temple.
0x1c1e	line	Freely manipulates lightning,
0x1c3e	line	turning intruders to dust.
0x1c9e	mon name	Mutant
0x1cbe	line	Mutant monster. Those
0x1cde	line	touching its bubbles are
0x1cfe	line	attacked with deadly poison.
0x1d5e	mon name	Screw Cuttle
0x1d7e	line	Cuttlefish living underground.
0x1d9e	line	Digs through earth at high
0x1dbe	line	speed with its helical head.
0x1e1e	mon name	Shield Bee
0x1e3e	line	Arthropod with shields on its
0x1e5e	line	limbs. Besides defense, it
0x1e7e	line	uses them as weapons.
0x1ede	mon name	Photores
0x1efe	line	Golem constructed of hardened
0x1f1e	line	sap and pollen. Carnivorous
0x1f3e	line	bees are inside its body.
0x1f9e	mon name	Ruby Lizard
0x1fbe	line	Lizard that eats minerals. Gem-
0x1fde	line	stones are its favorite, and 
0x1ffe	line	turn its skin red.
0x205e	mon name	Gigant Ogre
0x207e	line	Large humanoid boasting super-
0x209e	line	human strength. The flames in
0x20be	line	its arms crush everything.
0x211e	mon name	Ice Frog
0x213e	line	Though small, a dangerous amph-
0x215e	line	ibian. Stores an absolute-zero
0x217e	line	chill and spits it as bubbles.
0x21de	mon name	Pink Jelly
0x21fe	line	Aquatic monster light as air.
0x221e	line	Its elastic body launches att-
0x223e	line	acks quicker than you'd expect.
0x229e	mon name	Squid Vice
0x22be	line	Aquatic monster. Moves with
0x22de	line	high speed, striking
0x22fe	line	from underground.
0x235e	mon name	Sahagin
0x237e	line	Bipedal fish.
0x239e	line	Normally docile, it bites
0x23be	line	violently when it sees prey.
0x241e	mon name	Air Lizard
0x243e	line	Unstable animal whose body
0x245e	line	is 90 percent air. Not many
0x247e	line	people have seen one.
0x24de	mon name	Living Armor
0x24fe	line	Old armor sleeping in ice whose
0x251e	line	soul has come alive. Its
0x253e	line	specialty is violent thrusts.
0x259e	mon name	Shell Hermit
0x25be	line	Arthropod that always wears
0x25de	line	its shell. Eats stones in the
0x25fe	line	ground and shoots them.
0x265e	mon name	Librarian
0x267e	line	Floats in the empty space of
0x269e	line	the present. Showing her books
0x26be	line	confuses you.
0x271e	mon name	Poison Fish
0x273e	line	Fish living in poison swamps.
0x275e	line	Rams those careless near water
0x277e	line	with its poisoned body.
0x27de	mon name	Arachne
0x27fe	line	Large weaving spider.
0x281e	line	Uses its many legs to unleash a
0x283e	line	barrage of attacks on its foes.
0x289e	mon name	Dark Lizard
0x28be	line	Unidentified lizard whose body
0x28de	line	cannot be made out. Said to
0x28fe	line	dwell in another dimension.
0x295e	mon name	Hell Gigant
0x297e	line	Giant of giants. Uses its large
0x299e	line	build to trample small things
0x29be	line	to the fullest exent possible.
0x2a1e	mon name	山
0x2a3e	line	0
0x2a5e	line	
0x2a7e	line	
0x2ade	mon name	Hound Dog
0x2afe	line	Stray dog living in the mount-
0x2b1e	line	ains. Often acting in groups,
0x2b3e	line	they claim many victims.
0x2b9e	mon name	Cape Fox
0x2bbe	line	Protected vs. cold due to many
0x2bde	line	twigs stuck to its body. Rare
0x2bfe	line	mammalian monster.
0x2c5e	mon name	Ice Sandal
0x2c7e	line	Arthropod that nests on the
0x2c9e	line	ice. They move by the many
0x2cbe	line	spikes on their feet.
0x2d1e	mon name	Rock Worm
0x2d3e	line	Worm monster living in holes
0x2d5e	line	in bedrock. Hurls stones it
0x2d7e	line	has eaten.
0x2dde	mon name	Sword Wyvern
0x2dfe	line	Armed small pterosaur. Strikes
0x2e1e	line	with its cleaver while diving.
0x2e3e	line	
0x2e9e	mon name	Freezer
0x2ebe	line	Bird that lives in the cold.
0x2ede	line	Sprays a liquid from the skies
0x2efe	line	that freezes what it touches.
0x2f5e	mon name	Diomedes
0x2f7e	line	Living raging horse sculpture.
0x2f9e	line	Thoroughly tramples the living
0x2fbe	line	with its horseshoes.
0x301e	mon name	Evil Dragon
0x303e	line	Ancient appearing in legends.
0x305e	line	Its black flame changes things
0x307e	line	it touches to scorched earth.
0x30de	mon name	Cravaltarf
0x30fe	line	Giant crab Idol of the temple.
0x311e	line	An assembly of small crabs, it
0x313e	line	can change its shape.
0x319e	mon name	Armor Doggy
0x31be	line	Wolf with armor and helm.
0x31de	line	Wild and heavy ramming attacks
0x31fe	line	are its specialty.
0x325e	mon name	Killer Hornets
0x327e	line	Aggregation of murderous
0x329e	line	hornets. Steals the freedom
0x32be	line	to move with its stinger.
0x331e	mon name	Thrust Bird
0x333e	line	Bird living in the mountains.
0x335e	line	Pierces and captures small
0x337e	line	prey with its spearlike beak.
0x33de	mon name	Sorpresa
0x33fe	line	Floating body of mystery.
0x341e	line	Frightens mountain carriages,
0x343e	line	causing accidents.
0x349e	mon name	Cannon Egger
0x34be	line	Underground worm. In symbiosis
0x34de	line	with a spider, it houses count-
0x34fe	line	less eggs in its body.
0x355e	mon name	Huge Snake
0x357e	line	Tough, large snake. It is terr-
0x359e	line	itorial and exposes intruders
0x35be	line	to its heat ray.
0x361e	mon name	Nedly
0x363e	line	From the mountain depths. A
0x365e	line	weak sense of sight, but smell
0x367e	line	more powerful than a dog's.
0x36de	mon name	Stag Javelin
0x36fe	line	Insect with a sharp arrow in
0x371e	line	its body. Touching it will
0x373e	line	wound your whole body.
0x379e	mon name	Tomahawk Worm
0x37be	line	Worm using its tusk and body
0x37de	line	as weapons. Careful of its
0x37fe	line	returning blade.
0x385e	mon name	Beowulf
0x387e	line	Large wolf proud of its
0x389e	line	physical strength. It is
0x38be	line	a human-animal hybrid.
0x391e	mon name	Omen Stork
0x393e	line	Bird living in polluted areas.
0x395e	line	It marks its territory with
0x397e	line	harmful fluid from the earth.
0x39de	mon name	Mephisto
0x39fe	line	A shadowy existence without
0x3a1e	line	substance. A barrier guards it
0x3a3e	line	and even arts are ineffective.
0x3a9e	mon name	Bite Wolf
0x3abe	line	Group-forming wolf. Though
0x3ade	line	cute at first glance, it
0x3afe	line	never lets its prey escape.
0x3b5e	mon name	Flier
0x3b7e	line	A troop of countless flies.
0x3b9e	line	On top of spreading poison,
0x3bbe	line	it is resistant to attacks.
0x3c1e	mon name	Zoropino
0x3c3e	line	Fox wearing pinecones like
0x3c5e	line	a raincoat. Ramming attacks
0x3c7e	line	from the sky are its specialty.
0x3cde	mon name	Hunter Worm
0x3cfe	line	Worm crawling in the earth.
0x3d1e	line	Throws a flock of blades so
0x3d3e	line	nothing can escape.
0x3d9e	mon name	Glide Stag
0x3dbe	line	Arthropod with bladelike
0x3dde	line	wings. Glides at high speed,
0x3dfe	line	cutting those it passes by.
0x3e5e	mon name	Diabolos
0x3e7e	line	Evil dragon appearing in
0x3e9e	line	legend. Breathes wicked fire,
0x3ebe	line	plunging people into terror.
0x3f1e	mon name	火山
0x3f3e	line	0
0x3f5e	line	
0x3f7e	line	
0x3fde	mon name	Flame Spirit
0x3ffe	line	A living flame with a will.
0x401e	line	Makes surroundings a sea of
0x403e	line	flame with raging heat.
0x409e	mon name	Poison Popo
0x40be	line	Plant monster adapted to high
0x40de	line	temps with liquid in its body.
0x40fe	line	The liquid is highly toxic.
0x415e	mon name	Lavaganth
0x417e	line	Fish living in extremely hot
0x419e	line	lava that appears unexpectedly
0x41be	line	and rams its enemies.
0x421e	mon name	Blast Turban
0x423e	line	Shell monster living in rock
0x425e	line	areas. If angered, detonates
0x427e	line	the pearl inside its body.
0x42de	mon name	Piledriver
0x42fe	line	Shell monster proud of its
0x431e	line	jumping ability. Digs through
0x433e	line	the earth, stabbing enemies.
0x439e	mon name	Soldart
0x43be	line	Has an iron body made of
0x43de	line	hardened lava. Unleashes strong
0x43fe	line	blows from its body of flame.
0x445e	mon name	Melt Golem
0x447e	line	Large golem ruling the crater.
0x449e	line	Flames burst forth from both
0x44be	line	arms, burning up everything.
0x451e	mon name	Salamander
0x453e	line	Legendary firedrake.
0x455e	line	Destroys everything with
0x457e	line	its flame breath.
0x45de	mon name	Sagiscellan
0x45fe	line	Abstract Idol guarding temple.
0x461e	line	Manipulates its body of lava
0x463e	line	to take various forms.
0x469e	mon name	Aqua Sprite
0x46be	line	Formless mass of water.
0x46de	line	Uses the water in the air
0x46fe	line	for its attacks.
0x475e	mon name	Invader
0x477e	line	Mysterious creature floating
0x479e	line	through space. Physical
0x47be	line	attacks are ineffective.
0x481e	mon name	Burst Shell
0x483e	line	Crawling shell living in the
0x485e	line	cold. It is timid, and deton-
0x487e	line	ates its shell on approach.
0x48de	mon name	Leon Espada
0x48fe	line	Lion with a mane of blades.
0x491e	line	Its ability to bring down prey
0x493e	line	does not stop at attacks.
0x499e	mon name	Shield Wasp
0x49be	line	Large insect. An impregnable
0x49de	line	fortress. Completely defended
0x49fe	line	against frontal attacks.
0x4a5e	mon name	Freeze Viper
0x4a7e	line	Snake storing absolute zero
0x4a9e	line	temps within its body. Freezes
0x4abe	line	enemies with its cold ray.
0x4b1e	mon name	Leaf Spirit
0x4b3e	line	Gathering of tree leaves that
0x4b5e	line	holds a soul. Has the power
0x4b7e	line	to manipulate strong winds.
0x4bde	mon name	Torr Medusa
0x4bfe	line	Jellyfish floating through the
0x4c1e	line	air. Unconciously shocks that
0x4c3e	line	which it touches.
0x4c9e	mon name	Alcaleon
0x4cbe	line	Rare reptile that changes
0x4cde	line	color when damaged, changing
0x4cfe	line	its battle tactics suddenly.
0x4d5e	mon name	Female Panther
0x4d7e	line	Using its flexible muscles,
0x4d9e	line	it pounces on and plays with
0x4dbe	line	its prey.
0x4e1e	mon name	Ruin Fish
0x4e3e	line	Mechanical fish living in
0x4e5e	line	undersea ruins. It is
0x4e7e	line	wrapped in a hard alloy.
0x4ede	mon name	Shuvalgrif
0x4efe	line	Legendary horse crossed with
0x4f1e	line	a griffon. It threatens to
0x4f3e	line	dive and grab foes.
0x4f9e	mon name	Sand Avatar
0x4fbe	line	Incarnation of sand born of a
0x4fde	line	sandstorm and magnetic field.
0x4ffe	line	Strikes with its pebbles.
0x505e	mon name	Bull Hellion
0x507e	line	Shadow dweller with a deep
0x509e	line	hat. Steals opponents' free-
0x50be	line	dom with bewitching techniques.
0x511e	mon name	Shell Bunker
0x513e	line	Shell monster living on dry
0x515e	line	land. Fires powerful stones
0x517e	line	when it senses danger.
0x51de	mon name	Lamia
0x51fe	line	Midsize snake. Ignores
0x521e	line	geography, wielding
0x523e	line	its curved blades.
0x529e	mon name	Killer Mole
0x52be	line	Swims through soft sand.
0x52de	line	Elusive, it appears randomly,
0x52fe	line	unleashing spinning attacks.
0x535e	mon name	Galdian
0x537e	line	Clay doll that moves due to a
0x539e	line	strange power. Chases intruders
0x53be	line	with a mysterious light beam.
0x541e	mon name	塔
0x543e	line	0
0x545e	line	
0x547e	line	
0x54de	mon name	Alerter
0x54fe	line	Machine built to patrol
0x551e	line	Heliograd. Made of a
0x553e	line	special hard alloy.
0x559e	mon name	Gespenst
0x55be	line	Shadow dweller against whom
0x55de	line	arts are ineffective. Suprises
0x55fe	line	enemies with teleportation.
0x565e	mon name	Living Armor
0x567e	line	Armor created by Zext that
0x569e	line	moves by itself. Has strong
0x56be	line	sword techniques and defense.
0x571e	mon name	Sleipnir
0x573e	line	Horse machine to repel
0x575e	line	intruders. Its black metal
0x577e	line	body holds tremendous power.
0x57de	mon name	Garza
0x57fe	line	Ancient that comprehends
0x581e	line	speech. Compresses space,
0x583e	line	crushing all living things.
0x589e	mon name	Livadrigger
0x58be	line	Wheel Idol protecting tower.
0x58de	line	Captures intruders to sacred
0x58fe	line	realm, sending them to hell.
0x595e	mon name	地下都市
0x597e	line	0
0x599e	line	
0x59be	line	
0x5a1e	mon name	Patroller
0x5a3e	line	Humanoid robot for city patrol.
0x5a5e	line	Uses its beam cutter equip-
0x5a7e	line	ment on intruders.
0x5ade	mon name	Rideleon
0x5afe	line	Humanoid heavy combat robot.
0x5b1e	line	Transforms to a bike, raising
0x5b3e	line	its mobililty remarkably.
0x5b9e	mon name	Duel Armor
0x5bbe	line	Ancient armor given life. Cuts
0x5bde	line	apart those who would oppose
0x5bfe	line	Zext with its sturdy blade.
0x5c5e	mon name	Titan
0x5c7e	line	Heavy combat robot for base
0x5c9e	line	defense. Lunges with its huge
0x5cbe	line	arms, mowing down its enemies.
0x5d1e	mon name	Vesper
0x5d3e	line	Bat-type reconnaisance plane.
0x5d5e	line	Originally for urban security,
0x5d7e	line	it has run wild.
0x5dde	mon name	Ensent Mage
0x5dfe	line	Shadow dweller with a tricorne.
0x5e1e	line	Fires several magic bullets at
0x5e3e	line	once, chasing its enemies.
0x5e9e	mon name	Bullmajiro
0x5ebe	line	Armadillo that, wearing armor
0x5ede	line	like that of a tank, tramples
0x5efe	line	its enemies.
0x5f5e	mon name	Goliath
0x5f7e	line	The steel spikes driven into
0x5f9e	line	its body raise attack and
0x5fbe	line	defense. The strongest giant.
0x601e	mon name	Raigivern
0x603e	line	Idol protecting the underground
0x605e	line	central district. Causes a
0x607e	line	tornado with its large wings.
0x60de	mon name	Ishtaros
0x60fe	line	Idol protecting the underground
0x611e	line	central district. Its rush
0x613e	line	attack kills in one blow.
0x619e	mon name	Gradleon
0x61be	line	Idol protecting the underground
0x61de	line	central district. Tears apart
0x61fe	line	the battlefield with swords.
0x625e	mon name	Armadaries
0x627e	line	Protects the underground
0x629e	line	district. Carries weapons
0x62be	line	of mass destruction onboard.
0x631e	mon name	ラストダンジョン
0x633e	line	0
0x635e	line	
0x637e	line	
0x63de	mon name	Incense
0x63fe	line	Concentrates Power of Stars
0x641e	line	and fires it as a heat ray.
0x643e	line	
0x649e	mon name	Proto-Golem
0x64be	line	Ancient transforming humanoid.
0x64de	line	Fights from various stances,
0x64fe	line	regardless of range.
0x655e	mon name	Oltaraid
0x657e	line	The ancenstor of many aquatic
0x659e	line	monsters. Acts according
0x65be	line	to instinct.
0x661e	mon name	Demon Zerob
0x663e	line	Given life by Zext, its robes
0x665e	line	hold a dark presence. Attacks
0x667e	line	from behind with teleportation.
0x66de	mon name	Bullgatorio
0x66fe	line	Dragon from hell that is a
0x671e	line	symbol of the disaster. Its
0x673e	line	flame breath burns everything.
0x679e	mon name	Necro Savant
0x67be	line	Dark snake of legends. Called
0x67de	line	a familiar of hell, seeing it
0x67fe	line	has the meaning of death.
0x685e	mon name	Doom Dragon
0x687e	line	Holy dragon spoken of in
0x689e	line	scripture. In the end, it will
0x68be	line	watch over humanity's fate.
0x691e	mon name	Selam
0x693e	line	Burdened with the Remaking
0x695e	line	mission, and gifted with the
0x697e	line	Shining Wings of the Mythos.
0x69de	mon name	Zext
0x69fe	line	Head of the Mythos, a race
0x6a1e	line	of gods. No longer guiding
0x6a3e	line	humans, he remakes the world.
0x6a9e	mon name	Stell Alaqran
0x6abe	line	The Idol of Planetarium, and
0x6ade	line	bound to its ancient mission.
0x6afe	line	Will erase the surface world.
0x6b5e	mon name	隠し
0x6b7e	line	0
0x6b9e	line	
0x6bbe	line	
0x6c1e	mon name	Labe Virgos
0x6c3e	line	Astrolabe defense machine that
0x6c5e	line	is the embodiment of armor.
0x6c7e	line	Repels intruders with force.
0x6cde	mon name	Noi Stelladia
0x6cfe	line	Idol that rules the Astrolabe.
0x6d1e	line	The true form of Noi, Warden
0x6d3e	line	of the Star Garden.
0x6d9e	mon name	手配魔獣
0x6dbe	line	0
0x6dde	line	
0x6dfe	line	
0x6e5e	mon name	Suikesu Keeper
0x6e7e	line	Strange incarnation of a grove
0x6e9e	line	of trees. Unleashes leaf blade
0x6ebe	line	magic, cutting enemies.
0x6f1e	mon name	Storm Parrot
0x6f3e	line	Strange bird manipulating wind.
0x6f5e	line	The winds it creates tears it
0x6f7e	line	prey to shreds.
0x6fde	mon name	Bullet Popo
0x6ffe	line	Giant fluffy monster. Summons
0x701e	line	poison bees inside it body,
0x703e	line	shooting them on contact.
0x709e	mon name	Ice Velg
0x70be	line	Magic armor sealed in an
0x70de	line	iceberg. Its ice sword attacks
0x70fe	line	are a threat.
0x715e	mon name	Gear Cho
0x717e	line	Large worm crawling around in
0x719e	line	the cold. Creates and fires
0x71be	line	icicles with its cold breath.
0x721e	mon name	Venom Skunk
0x723e	line	Sprays its deadly poison
0x725e	line	with great force when it
0x727e	line	is threatened.
0x72de	mon name	Brigandine
0x72fe	line	Huge assault golem. Strikes
0x731e	line	the earth with its overwhelming
0x733e	line	mass like a meteorite.
0x739e	mon name	Blue Menace
0x73be	line	Female animal hybrid with
0x73de	line	agile movements. Dances like a
0x73fe	line	butterfly, stings like a bee.
0x745e	mon name	Death Freezer
0x747e	line	Development was stopped due to
0x749e	line	its ruthless efficiency.
0x74be	line	Pierces enemies with ice magic.
0x751e	mon name	Expert Lion
0x753e	line	Humanoid robot for intruder
0x755e	line	interception. Unifies its three
0x757e	line	bodies, getting even stronger.
0x75de	mon name	Evil Tycoon
0x75fe	line	Tyrannical large demon dragon.
0x761e	line	Manipules wind freely, mowing
0x763e	line	down the area in a flash.
0x769e	mon name	Gerou Aspis
0x76be	line	Fiendish bug that freezes its
0x76de	line	surrounds. Its four limbs are
0x76fe	line	each protected by a shield.
0x775e	mon name	Volganon
0x777e	line	Volcano golem of moving,
0x779e	line	condensed lava. Things caught
0x77be	line	in its eruption cannot live.
0x781e	mon name	Dizoldyne
0x783e	line	Mysterious lifeform lurking in
0x785e	line	shadow. Calls forth bewitching
0x787e	line	butterflies and books.
0x78de	mon name	Solar Sofia
0x78fe	line	Born of a mutation, it is a
0x791e	line	small sun with will. Burns the
0x793e	line	surroundings with its heat ray.
0x799e	mon name	New Duoqurois
0x79be	line	Revived Idol. With more power
0x79de	line	than before, they cooperate to
0x79fe	line	butcher intruders.
0x7a5e	mon name	New Palreschia
0x7a7e	line	Revived fish Idol. With its
0x7a9e	line	diamond tusks and lightning,
0x7abe	line	it eats anything, killing it.
0x7b1e	mon name	New Cravaltarf
0x7b3e	line	Revived crab Idol. Guards the
0x7b5e	line	temple with its countless wea-
0x7b7e	line	pons and invincible scissors.
0x7bde	mon name	New Sagiscellan
0x7bfe	line	Revived lava Idol.
0x7c1e	line	Hiding great energy, it
0x7c3e	line	manipulates lava freely.
0x7c9e	mon name	Flower Batolei
0x7cbe	line	Plant that parasitizes other
0x7cde	line	monsters and moves about.
0x7cfe	line	Scatters explosive seeds.
0x7d5e	mon name	Noire Palace
0x7d7e	line	Shell monster sharing its
0x7d9e	line	house. Makes poison gas in its
0x7dbe	line	shell, sealing foes' movements.
0x7e1e	mon name	Malefix
0x7e3e	line	Unreal shadow mage. Creates
0x7e5e	line	thorn barriers with a unified
0x7e7e	line	attack and defense strategy.
0x7ede	mon name	Serpentia
0x7efe	line	Magic dragon with plucked wings
0x7f1e	line	of sin. Spews blizzards with
0x7f3e	line	the power within its helm.
0x7f9e	mon name	Bismarck
0x7fbe	line	Tank of mysterious metal. Proud
0x7fde	line	of its penetrating power during
0x7ffe	line	its spinning barrage.
0x805e	mon name	Albion
0x807e	line	Ancient giant said to be the
0x809e	line	son of god. Simple and can des-
0x80be	line	troy everything with its arms.
0x811e	mon name	Lindblum
0x813e	line	Legendary dragon with shining
0x815e	line	body said to rank highly in
0x817e	line	heaven. Manipulates weather.
0x81de	mon name	Yakuto Douga
0x81fe	line	Monster with tank armor.
0x821e	line	Ruthlessly tramples
0x823e	line	everything in its path.
